f,1,0,70,0.99,s,GRASP_EPP-SL,30,100,36, 49, 55, 84, 5, 50, 42, 27, 13, 25, 26, 38, 46, 17, 6, 20, 32, 11, 22, 10, 24, 33, 9, 71, 1, 54, 77, 60, 44, 2, 47, 53, 35, 15, 16, 21, 86, 56, 78, 81, 37, 82, 67, 69, 72, 73, 34, 75, 80, 62, 64, 58, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
f,1,0,75,0.99,s,GRASP_EPP-SL,30,100,49, 50, 36, 55, 37, 15, 26, 58, 53, 20, 2, 11, 19, 27, 4, 52, 60, 13, 24, 44, 82, 29, 81, 23, 25, 22, 70, 47, 14, 9, 54, 71, 16, 5, 80, 84, 10, 35, 86, 63, 77, 75, 64, 56, 1, 34, 73, 66, 79, 39, 40, 67, 72, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
f,1,0,80,0.99,s,GRASP_EPP-SL,30,100,37, 49, 84, 35, 58, 50, 25, 27, 60, 6, 22, 42, 15, 41, 52, 17, 77, 56, 36, 2, 11, 5, 4, 81, 23, 53, 16, 34, 1, 26, 82, 71, 54, 20, 24, 29, 66, 72, 12, 14, 67, 57, 13, 32, 48, 78, 61, 86, 8, 64, 46, 70, 9, 83, 38, 73, 74, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
f,1,0,85,0.99,s,GRASP_EPP-SL,30,100,44, 13, 55, 25, 49, 15, 6, 71, 86, 24, 52, 50, 26, 77, 47, 32, 20, 58, 14, 33, 36, 42, 56, 35, 82, 10, 53, 19, 72, 22, 16, 37, 23, 17, 84, 60, 38, 66, 21, 41, 7, 9, 51, 75, 8, 80, 57, 4, 5, 74, 45, 34, 69, 78, 63, 29, 81, 70, 2, 73, 61, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
f,1,0,90,0.99,s,GRASP_EPP-SL,30,100,60, 52, 37, 22, 15, 56, 49, 25, 27, 6, 44, 5, 42, 2, 46, 53, 32, 41, 82, 9, 50, 47, 77, 20, 19, 21, 38, 81, 36, 26, 34, 24, 55, 28, 84, 40, 71, 61, 1, 54, 29, 11, 16, 10, 75, 74, 17, 63, 31, 70, 72, 8, 64, 57, 12, 80, 67, 14, 62, 58, 83, 35, 79, 69, 86, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
f,1,0,95,0.99,s,GRASP_EPP-SL,30,100,42, 53, 71, 11, 35, 17, 58, 32, 44, 50, 36, 60, 49, 23, 2, 22, 37, 54, 41, 6, 24, 26, 55, 47, 10, 20, 33, 7, 70, 52, 3, 77, 5, 15, 13, 21, 29, 72, 51, 34, 31, 48, 40, 61, 18, 64, 8, 66, 38, 80, 78, 73, 74, 56, 81, 57, 75, 63, 82, 1, 16, 14, 79, 67, 83, 25, 86, 19, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
f,1,0,100,0.99,s,GRASP_EPP-SL,30,100,25, 22, 26, 47, 38, 44, 53, 35, 56, 2, 11, 6, 32, 58, 27, 52, 5, 82, 71, 10, 70, 36, 37, 24, 19, 1, 77, 46, 34, 50, 49, 21, 9, 20, 84, 7, 12, 3, 86, 28, 33, 54, 29, 63, 48, 60, 14, 61, 74, 16, 66, 40, 30, 8, 85, 75, 15, 87, 67, 83, 79, 62, 72, 64, 76, 18, 78, 80, 55, 41, 43, 17, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
f,1,1,70,0.99,s,GRASP_EPP-SL,30,100,8, 10, 14, 15, 17, 18, 19, 25, 26, 27, 30, 39, 52, 56, 57, 60, 63, 67, 70, 74, 76, 78, 79, 81, 87, 36, 13, 23, 21, 28, 84, 6, 38, 35, 40, 29, 48, 53, 49, 37, 43, 11, 47, 86, 7, 4, 66, 2, 83, 58, 51, 68, 80, 55, 65, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
f,1,1,75,0.99,s,GRASP_EPP-SL,30,100,8, 10, 14, 15, 17, 18, 19, 25, 26, 27, 30, 39, 52, 56, 57, 60, 63, 67, 70, 74, 76, 78, 79, 81, 36, 40, 1, 4, 11, 29, 12, 84, 13, 6, 45, 2, 38, 53, 65, 75, 43, 51, 37, 58, 48, 41, 33, 28, 3, 46, 47, 85, 71, 55, 87, 69, 88, 59, 66, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
f,1,1,80,0.99,s,GRASP_EPP-SL,30,100,8, 10, 14, 15, 17, 18, 19, 25, 26, 27, 30, 39, 52, 56, 57, 60, 63, 67, 70, 74, 76, 78, 79, 81, 40, 31, 32, 48, 33, 58, 53, 71, 7, 45, 55, 43, 6, 20, 46, 38, 41, 54, 5, 4, 66, 21, 9, 86, 13, 44, 42, 29, 1, 65, 59, 83, 69, 82, 51, 68, 87, 84, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
f,1,1,85,0.99,s,GRASP_EPP-SL,30,100,8, 10, 14, 15, 17, 18, 19, 25, 26, 27, 30, 39, 52, 56, 57, 60, 63, 67, 70, 74, 76, 78, 79, 81, 53, 36, 48, 2, 16, 6, 7, 28, 38, 87, 1, 35, 21, 40, 68, 49, 71, 20, 46, 13, 66, 43, 29, 77, 51, 9, 86, 31, 37, 69, 88, 41, 11, 23, 64, 58, 82, 47, 85, 45, 83, 65, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
f,1,1,90,0.99,s,GRASP_EPP-SL,30,100,8, 10, 14, 15, 17, 18, 19, 25, 26, 27, 30, 39, 52, 56, 57, 60, 63, 67, 70, 74, 76, 78, 79, 81, 53, 49, 4, 71, 20, 6, 35, 66, 29, 45, 2, 1, 51, 11, 38, 54, 5, 33, 36, 21, 88, 77, 86, 34, 65, 82, 28, 9, 84, 47, 23, 85, 37, 13, 16, 59, 80, 61, 42, 46, 68, 69, 58, 40, 41, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
f,1,1,95,0.99,s,GRASP_EPP-SL,30,100,8, 10, 14, 15, 17, 18, 19, 25, 26, 27, 30, 39, 52, 56, 57, 60, 63, 67, 70, 74, 76, 78, 79, 81, 71, 1, 51, 55, 41, 54, 11, 21, 66, 38, 23, 6, 28, 13, 45, 69, 65, 7, 16, 35, 86, 37, 29, 88, 49, 48, 36, 46, 42, 32, 59, 31, 3, 75, 12, 61, 64, 77, 43, 68, 84, 87, 53, 9, 83, 82, 40, 80, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
f,1,1,100,0.99,s,GRASP_EPP-SL,30,100,8, 10, 14, 15, 17, 18, 19, 25, 26, 27, 30, 39, 52, 56, 57, 60, 63, 67, 70, 74, 76, 78, 79, 81, 71, 23, 41, 69, 4, 54, 36, 20, 84, 2, 55, 33, 68, 31, 49, 9, 22, 37, 28, 38, 58, 3, 21, 75, 6, 59, 7, 87, 1, 86, 53, 40, 46, 73, 42, 83, 34, 62, 11, 43, 66, 82, 51, 61, 47, 65, 29, 35, 45, 12, 88, 80, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
f,1,2,70,0.99,s,GRASP_EPP-SL,30,100,7, 14, 15, 16, 17, 19, 22, 31, 32, 33, 35, 37, 39, 40, 42, 45, 46, 48, 53, 57, 58, 62, 63, 64, 69, 72, 76, 78, 79, 81, 82, 83, 84, 24, 25, 56, 23, 71, 29, 1, 66, 27, 86, 41, 36, 3, 49, 2, 50, 52, 67, 70, 4, 8, 5, 75, 65, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
f,1,2,75,0.99,s,GRASP_EPP-SL,30,100,7, 14, 15, 16, 17, 19, 22, 31, 32, 33, 35, 37, 39, 40, 42, 45, 46, 48, 53, 57, 58, 62, 63, 64, 69, 72, 76, 78, 79, 81, 82, 83, 84, 71, 50, 66, 86, 43, 27, 88, 25, 49, 2, 9, 34, 5, 51, 24, 67, 6, 28, 8, 70, 65, 1, 56, 60, 30, 4, 77, 73, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
f,1,2,80,0.99,s,GRASP_EPP-SL,30,100,7, 14, 15, 16, 17, 19, 22, 31, 32, 33, 35, 37, 39, 40, 42, 45, 46, 48, 53, 57, 58, 62, 63, 64, 69, 72, 76, 78, 79, 81, 82, 83, 84, 88, 66, 25, 44, 43, 1, 65, 41, 86, 67, 55, 24, 20, 9, 71, 50, 49, 2, 61, 8, 75, 23, 3, 52, 4, 30, 73, 5, 27, 74, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
f,1,2,85,0.99,s,GRASP_EPP-SL,30,100,7, 14, 15, 16, 17, 19, 22, 31, 32, 33, 35, 37, 39, 40, 42, 45, 46, 48, 53, 57, 58, 62, 63, 64, 69, 72, 76, 78, 79, 81, 82, 83, 84, 88, 27, 12, 71, 29, 13, 5, 51, 24, 18, 85, 4, 41, 66, 70, 61, 3, 34, 43, 10, 54, 56, 60, 49, 1, 67, 47, 74, 30, 73, 23, 26, 6, 50, 2, 9, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
f,1,2,90,0.99,s,GRASP_EPP-SL,30,100,7, 14, 15, 16, 17, 19, 22, 31, 32, 33, 35, 37, 39, 40, 42, 45, 46, 48, 53, 57, 58, 62, 63, 64, 69, 72, 76, 78, 79, 81, 82, 83, 84, 12, 56, 24, 86, 23, 1, 28, 38, 27, 44, 71, 29, 30, 67, 20, 55, 34, 61, 52, 54, 2, 73, 66, 70, 8, 75, 4, 87, 9, 43, 74, 25, 88, 49, 10, 3, 65, 5, 60, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
f,1,2,95,0.99,s,GRASP_EPP-SL,30,100,7, 14, 15, 16, 17, 19, 22, 31, 32, 33, 35, 37, 39, 40, 42, 45, 46, 48, 53, 57, 58, 62, 63, 64, 69, 72, 76, 78, 79, 81, 82, 83, 84, 66, 70, 67, 30, 49, 2, 43, 41, 24, 3, 86, 12, 5, 51, 28, 38, 27, 8, 44, 61, 1, 75, 9, 52, 6, 71, 50, 26, 29, 54, 20, 85, 73, 88, 65, 25, 74, 18, 47, 11, 59, 23, 4, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
f,1,2,100,0.99,s,GRASP_EPP-SL,30,100,7, 14, 15, 16, 17, 19, 22, 31, 32, 33, 35, 37, 39, 40, 42, 45, 46, 48, 53, 57, 58, 62, 63, 64, 69, 72, 76, 78, 79, 81, 82, 83, 84, 67, 18, 49, 2, 71, 50, 25, 30, 23, 24, 43, 36, 28, 38, 13, 60, 65, 66, 70, 61, 41, 55, 86, 4, 8, 5, 12, 68, 6, 59, 27, 52, 73, 87, 10, 47, 29, 9, 34, 54, 3, 56, 74, 88, 26, 1, 80, 0, 0, 0, 0, 0, 0, 0, 0
f,2,0,70,0.99,s,GRASP_EPP-SL,30,100,30, 54, 53, 52, 15, 51, 57, 50, 45, 48, 16, 36, 70, 64, 24, 28, 41, 44, 1, 27, 37, 33, 83, 19, 29, 8, 79, 18, 78, 39, 11, 87, 69, 14, 4, 86, 21, 85, 74, 68, 2, 65, 73, 56, 34, 38, 7, 62, 75, 63, 67, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
f,2,0,75,0.99,s,GRASP_EPP-SL,30,100,50, 74, 64, 3, 11, 28, 27, 57, 15, 54, 53, 40, 26, 44, 16, 70, 55, 41, 10, 18, 37, 8, 7, 58, 45, 72, 33, 30, 29, 36, 12, 69, 31, 4, 81, 87, 21, 51, 79, 19, 48, 47, 2, 65, 76, 42, 56, 85, 61, 84, 17, 35, 66, 67, 75, 38, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
