f,1,0,100,0.95,s,EPP-PSL,9,44,20,62,5,32,56,30,48,3,28,27,8,77,19,18,75,52,81,58,64,7,36,42,34,51,33,25,46,40,61,68,35,43,53,47,1,22,67,6,16,57,41,85,13,87,4,39,74,29,55,17,54,23,24,14,31,70,21,49,45,15,10,2,37,26,12,11,50,60,78,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f,1,0,100,0.95,s,EPP-SL,40,42,2,62,29,32,34,51,28,7,5,19,22,81,56,27,77,49,84,39,3,50,24,14,12,43,47,46,38,18,61,68,35,15,53,6,87,17,79,21,57,4,26,74,41,78,33,13,70,8,55,58,11,54,36,20,75,64,23,48,45,25,10,9,37,30,44,16,31,1,85,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f,1,0,100,0.99,s,EPP-PSL,7,14,42,87,27,32,36,13,58,34,48,24,17,78,22,19,75,4,81,46,70,11,18,44,33,1,39,53,2,52,64,67,9,3,25,31,54,41,74,29,23,56,38,77,26,62,10,51,60,16,15,37,50,21,35,20,57,68,12,6,55,8,47,40,30,45,43,49,28,85,61,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f,1,0,100,0.99,s,EPP-SL,5,56,47,77,23,55,16,45,11,50,28,7,24,75,9,18,78,22,74,2,85,4,58,3,14,26,44,15,35,12,81,79,38,52,53,57,87,19,70,6,49,42,51,61,8,31,48,43,68,1,32,46,54,36,17,33,20,84,21,39,25,41,10,29,30,37,27,40,34,64,62,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f,1,0,100,1.03,s,EPP-PSL,18,43,50,78,41,1,52,13,36,34,58,35,37,61,53,46,75,45,60,12,68,16,24,28,31,15,40,4,30,27,77,67,25,22,2,42,57,38,85,20,23,56,9,87,6,54,49,26,70,14,5,17,44,10,19,33,62,81,21,11,3,32,47,39,8,55,51,29,48,74,64,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f,1,0,100,1.03,s,EPP-SL,55,52,31,75,16,8,36,13,49,34,20,41,37,87,35,46,61,45,81,19,77,23,24,48,33,17,10,9,26,51,64,67,4,38,2,42,62,22,74,39,43,50,7,85,3,47,40,53,68,14,1,30,56,27,12,44,57,70,11,18,5,32,54,29,15,6,21,58,28,60,78,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f,1,0,70,0.95,s,EPP-PSL,51,19,40,56,13,9,39,36,21,15,4,35,6,2,11,52,26,23,27,53,30,22,34,50,46,7,48,42,58,45,33,25,12,24,41,14,43,5,8,38,16,28,55,37,29,32,17,18,49,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f,1,0,70,0.95,s,EPP-SL,41,24,29,42,49,17,56,48,19,35,9,26,47,28,16,22,58,27,18,53,45,13,33,5,38,23,57,7,43,46,12,32,50,36,30,20,15,8,52,25,21,31,55,37,54,51,39,40,44,14,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f,1,0,70,0.99,s,EPP-PSL,8,38,58,7,55,19,6,21,36,9,39,1,49,29,4,26,12,18,15,32,22,10,33,37,16,11,48,41,30,40,45,27,3,5,20,35,43,46,2,23,28,25,53,52,13,17,51,24,34,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f,1,0,70,0.99,s,EPP-SL,38,19,27,48,5,24,52,7,58,51,29,26,16,11,44,35,8,36,39,32,45,9,56,14,46,21,12,50,41,15,33,30,40,18,13,28,17,49,22,37,23,3,55,53,4,25,2,43,1,34,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f,1,0,70,1.03,s,EPP-PSL,6,55,43,22,5,18,46,24,30,27,17,39,52,20,53,26,41,16,13,19,29,58,9,25,1,49,38,4,40,8,14,11,32,33,12,21,45,7,23,34,2,15,10,3,37,35,51,28,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f,1,0,70,1.03,s,EPP-SL,32,18,21,29,53,12,38,41,46,3,10,17,39,40,58,55,30,24,51,5,9,26,49,44,25,16,27,48,22,2,20,15,14,35,7,28,6,23,45,4,43,33,1,13,36,8,37,19,11,34,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
