i,4,0,70,0.99,s,VNS_EPP-SL,30,100,150,498.47510594856766,24.623167037963867,88
i,4,0,75,0.99,s,VNS_EPP-SL,30,100,150,554.5891542561285,27.26396870613098,88
i,4,0,80,0.99,s,VNS_EPP-SL,30,100,150,573.5662107992525,31.974329948425293,88
i,4,0,85,0.99,s,VNS_EPP-SL,30,100,150,644.8975130714401,30.04558277130127,88
i,4,0,90,0.99,s,VNS_EPP-SL,30,100,150,689.6695092080281,31.903563261032104,88
i,4,0,95,0.99,s,VNS_EPP-SL,30,100,150,732.5933926165671,32.72704005241394,88
i,4,0,100,0.99,s,VNS_EPP-SL,30,100,150,776.4338643142975,33.12311792373657,88
i,5,2,70,0.99,s,VNS_EPP-SL,30,100,150,495.63820079294004,28.335538148880005,88
i,5,2,75,0.99,s,VNS_EPP-SL,30,100,150,537.0898846786444,28.813112497329712,88
i,5,2,80,0.99,s,VNS_EPP-SL,30,100,150,569.4375522458919,28.345439672470093,88
i,5,2,85,0.99,s,VNS_EPP-SL,30,100,150,629.958872192996,29.63063883781433,88
i,5,2,90,0.99,s,VNS_EPP-SL,30,100,150,669.7452164543388,29.934302806854248,88
i,5,2,95,0.99,s,VNS_EPP-SL,30,100,150,719.9128249944235,31.558112621307373,88
i,5,2,100,0.99,s,VNS_EPP-SL,30,100,150,753.844775820587,31.606568098068237,88
f,1,0,70,0.99,s,VNS_EPP-SL,30,100,150,507.91730198100265,27.489465713500977,88
f,1,0,75,0.99,s,VNS_EPP-SL,30,100,150,563.855948231839,28.35560178756714,88
f,1,0,80,0.99,s,VNS_EPP-SL,30,100,150,615.7538252865479,28.325180768966675,88
f,1,0,85,0.99,s,VNS_EPP-SL,30,100,150,651.272529220222,29.435723304748535,88
f,1,0,90,0.99,s,VNS_EPP-SL,30,100,150,706.282231893121,29.79261589050293,88
f,1,0,95,0.99,s,VNS_EPP-SL,30,100,150,740.9759515445771,30.373775243759155,88
f,1,0,100,0.99,s,VNS_EPP-SL,30,100,150,813.549679491583,31.825154066085815,88
i,1,1,70,0.99,s,VNS_EPP-SL,30,100,150,508.7366498104892,28.16824698448181,88
i,1,1,75,0.99,s,VNS_EPP-SL,30,100,150,545.6578854699703,30.21287965774536,88
i,1,1,80,0.99,s,VNS_EPP-SL,30,100,150,597.7456186446268,30.20980739593506,88
i,1,1,85,0.99,s,VNS_EPP-SL,30,100,150,644.1961755407493,30.61898112297058,88
i,1,1,90,0.99,s,VNS_EPP-SL,30,100,150,707.1318906002109,31.676475763320923,88
i,1,1,95,0.99,s,VNS_EPP-SL,30,100,150,743.2486667808614,32.6600866317749,88
i,1,1,100,0.99,s,VNS_EPP-SL,30,100,150,805.6964510635265,34.05501961708069,88
i,5,0,70,0.99,s,VNS_EPP-SL,30,100,150,556.603391447219,28.018883228302002,88
i,5,0,75,0.99,s,VNS_EPP-SL,30,100,150,579.6728485221163,27.873560667037964,88
i,5,0,80,0.99,s,VNS_EPP-SL,30,100,150,649.7614740712933,28.876307010650635,88
i,5,0,85,0.99,s,VNS_EPP-SL,30,100,150,681.5904179688894,30.064712524414062,88
i,5,0,90,0.99,s,VNS_EPP-SL,30,100,150,746.1313953226697,30.320106029510498,88
i,5,0,95,0.99,s,VNS_EPP-SL,30,100,150,785.6306429860708,31.247644186019897,88
i,5,0,100,0.99,s,VNS_EPP-SL,30,100,150,856.5565603259571,32.95620679855347,88
i,4,1,70,0.99,s,VNS_EPP-SL,30,100,150,509.6313416792618,27.293299913406372,88
i,4,1,75,0.99,s,VNS_EPP-SL,30,100,150,572.1449916900299,28.06547236442566,88
i,4,1,80,0.99,s,VNS_EPP-SL,30,100,150,618.9294058947856,29.372103691101074,88
i,4,1,85,0.99,s,VNS_EPP-SL,30,100,150,659.011829725072,29.275547742843628,88
