f,1,1,70,0.95s,0.95s,EPP-PSL,23,43,7,47,30,25,15,46,9,8,1,35,32,22,45,13,24,20,50,49,14,54,52,6,16,33,56,48,36,44,18,58,10,37,27,53,38,4,21,31,41,40,12,3,51,39,55,26,57,28,19,42,29,11,5,17,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f,1,1,70,0.99s,0.99s,EPP-PSL,25,13,54,57,58,51,1,40,50,6,47,32,19,30,5,14,56,23,24,21,31,15,3,36,35,48,34,43,52,41,22,8,53,9,44,45,11,18,28,49,27,37,2,16,12,26,29,7,55,38,20,39,33,4,42,17,46,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f,1,1,70,1.03s,1.03s,EPP-PSL,58,25,30,57,44,9,27,42,50,26,47,20,14,28,19,51,48,23,53,21,52,15,5,49,35,46,37,24,18,1,10,7,40,39,3,31,2,22,17,16,4,29,38,54,41,13,43,12,56,11,32,36,33,6,34,8,55,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f,1,1,75,0.95s,0.95s,EPP-PSL,4,43,76,58,51,18,29,47,45,24,35,8,32,38,28,37,57,50,22,14,21,40,41,9,46,5,36,44,31,54,7,53,52,33,16,42,11,49,23,27,56,12,3,26,39,48,15,1,17,20,6,13,19,10,25,55,30,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f,1,1,75,0.99s,0.99s,EPP-PSL,5,36,76,11,2,54,34,47,6,50,20,26,52,4,38,10,46,24,30,45,12,43,41,55,40,42,18,44,32,7,22,31,28,33,9,39,8,15,23,27,53,21,16,58,19,29,3,57,1,13,49,14,25,48,51,37,17,56,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f,1,1,75,1.03s,1.03s,EPP-PSL,58,52,65,3,44,10,37,47,21,50,16,26,22,2,8,54,46,48,28,49,15,45,1,56,33,42,13,11,9,6,19,36,27,40,29,31,7,38,20,4,24,18,39,17,14,43,41,57,12,23,25,51,32,53,30,34,5,55,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f,1,1,80,0.95s,0.95s,EPP-PSL,18,14,65,36,12,20,51,57,27,73,7,86,6,32,35,44,48,84,43,1,11,45,16,15,21,34,46,76,50,10,31,52,38,13,4,37,28,9,25,56,3,58,23,26,53,41,2,8,55,22,19,33,49,79,30,42,40,24,54,39,29,17,47,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f,1,1,80,0.99s,0.99s,EPP-PSL,23,14,84,19,3,32,12,55,27,73,26,76,13,22,25,11,42,66,45,57,7,5,35,21,2,10,40,47,48,33,51,17,41,31,20,43,8,50,54,34,16,4,18,30,39,44,53,6,37,58,52,24,15,79,28,36,9,56,38,49,46,1,65,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f,1,1,80,1.03s,1.03s,EPP-PSL,9,51,79,23,28,19,44,55,3,66,18,62,31,22,20,1,45,65,36,47,27,30,35,15,17,34,42,73,48,33,13,12,4,49,14,29,6,56,16,37,39,11,10,41,52,2,40,26,24,21,58,46,38,76,8,32,54,50,5,25,53,7,57,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f,1,1,85,0.95s,0.95s,EPP-PSL,25,16,43,75,27,4,22,6,47,58,74,8,65,14,18,32,39,48,71,53,28,79,52,56,49,15,55,33,41,66,9,2,36,44,3,30,20,40,54,76,7,29,46,11,19,12,34,38,24,45,50,51,35,57,26,86,37,23,13,5,42,84,17,31,1,21,73,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f,1,1,85,0.99s,0.99s,EPP-PSL,36,35,19,73,44,20,30,51,57,4,71,22,66,14,49,6,25,40,74,9,38,79,17,43,2,3,37,48,41,86,47,50,32,27,39,28,13,29,7,65,5,24,42,8,18,12,45,11,55,26,53,15,52,46,58,62,31,23,10,34,16,76,1,54,56,21,84,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f,1,1,85,1.03s,1.03s,EPP-PSL,52,35,20,70,2,23,17,32,55,3,73,26,84,45,10,22,30,42,62,31,8,76,6,37,38,28,43,40,1,74,57,46,19,11,54,27,25,34,5,65,9,33,24,7,13,21,36,4,47,18,53,41,14,56,44,71,51,16,49,29,39,66,12,58,50,15,79,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f,1,1,90,0.95s,0.95s,EPP-PSL,20,16,53,65,4,11,42,13,9,44,66,39,74,37,18,31,28,21,5,71,17,79,26,23,56,36,45,55,33,62,47,76,19,49,38,15,14,29,51,84,10,30,48,52,6,7,3,27,58,57,25,50,8,35,1,32,73,54,34,40,46,41,86,22,43,24,12,75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f,1,1,90,0.99s,0.99s,EPP-PSL,31,9,23,86,51,4,14,45,47,11,62,54,84,10,52,20,27,12,42,66,1,79,21,25,40,26,22,29,48,71,50,57,39,30,8,15,32,34,58,65,24,28,53,17,36,5,43,44,38,76,19,33,6,13,55,18,74,7,16,35,37,41,73,3,49,56,2,75,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f,1,1,90,1.03s,1.03s,EPP-PSL,49,29,20,74,14,3,36,52,57,8,70,58,84,35,19,32,2,12,42,71,5,76,44,9,37,22,30,24,48,73,50,55,23,21,11,38,16,43,28,62,40,27,34,41,31,18,54,4,7,65,10,53,13,25,47,26,68,6,45,39,33,1,66,15,51,56,17,79,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f,1,1,95,0.95s,0.95s,EPP-PSL,3,29,37,81,38,20,7,6,8,66,27,77,4,82,40,42,51,25,34,30,24,70,5,75,49,39,33,36,12,10,76,41,62,86,73,53,44,46,19,2,54,74,31,9,52,50,17,58,43,45,16,11,28,79,23,1,18,13,65,22,68,21,56,35,55,57,48,71,26,14,84,32,15,87,47,0,0,0,0,0,0,0,0,0,0,0,0,0
f,1,1,95,0.99s,0.99s,EPP-PSL,9,53,31,68,27,16,6,39,18,62,38,60,51,87,43,20,2,19,45,7,56,77,35,74,28,25,55,5,26,33,76,41,61,73,66,13,8,42,49,46,12,71,32,57,1,24,17,11,14,22,37,4,44,79,54,47,52,10,65,21,70,58,29,36,40,48,34,86,3,23,84,30,15,75,50,0,0,0,0,0,0,0,0,0,0,0,0,0
f,1,1,95,1.03s,1.03s,EPP-PSL,45,37,25,86,8,51,26,23,10,71,7,69,9,61,33,20,38,58,16,27,50,60,43,74,41,14,46,21,22,40,65,1,77,79,73,32,11,29,31,53,15,84,36,57,6,48,5,3,54,28,24,2,4,66,19,56,30,39,76,18,68,44,42,49,35,55,34,70,17,52,62,13,12,75,47,0,0,0,0,0,0,0,0,0,0,0,0,0
f,1,2,100,0.95s,0.95s,EPP-PSL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f,1,2,100,0.99s,0.99s,EPP-PSL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f,1,2,100,1.03s,1.03s,EPP-PSL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f,1,2,70,0.95s,0.95s,EPP-PSL,58,27,16,64,48,32,42,7,37,34,40,33,47,25,6,14,50,54,31,10,29,52,3,15,18,60,17,46,21,53,44,4,11,23,30,20,56,41,5,19,1,8,51,28,12,45,2,22,26,35,36,55,57,24,49,43,9,39,38,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f,1,2,70,0.99s,0.99s,EPP-PSL,49,19,42,64,2,32,57,41,10,39,31,25,36,23,22,17,26,48,4,15,40,24,50,35,21,60,37,7,1,20,3,45,14,34,30,5,28,9,44,18,52,27,12,11,51,29,13,54,6,46,33,47,53,56,16,8,38,43,55,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f,1,2,70,1.03s,1.03s,EPP-PSL,40,39,42,64,33,1,53,50,44,25,17,8,23,11,46,24,47,16,57,37,55,13,38,54,19,45,51,28,6,5,43,52,12,18,2,4,34,48,14,7,60,36,9,21,26,35,29,22,27,56,30,10,20,31,15,3,49,32,41,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f,1,2,75,0.95s,0.95s,EPP-PSL,58,56,52,1,42,30,51,32,9,50,44,16,20,18,6,40,49,5,55,37,38,4,35,7,13,19,85,3,46,43,27,57,28,70,41,48,11,21,54,10,26,65,8,31,25,24,12,15,2,53,17,14,29,47,39,23,22,36,34,60,45,33,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f,1,2,75,0.99s,0.99s,EPP-PSL,52,27,46,85,28,43,4,30,40,10,18,9,5,36,15,37,51,42,7,12,55,38,17,35,50,3,65,41,31,20,11,33,47,60,14,2,19,34,6,24,48,64,57,44,53,26,16,45,29,32,22,56,13,1,8,21,54,39,23,58,49,25,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f,1,2,75,1.03s,1.03s,EPP-PSL,45,34,42,60,39,3,14,1,52,31,23,48,11,21,46,56,22,15,44,47,41,55,37,49,40,58,7,54,57,5,19,20,10,70,9,43,36,6,12,24,28,72,53,27,4,26,13,38,35,2,29,16,51,33,8,18,17,30,25,65,50,32,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f,1,2,80,0.95s,0.95s,EPP-PSL,65,19,3,85,47,11,30,5,64,50,23,20,29,36,18,45,16,6,52,37,24,2,4,17,13,9,42,84,8,15,21,40,27,39,31,70,41,28,53,56,26,10,46,79,51,43,12,33,35,60,1,54,7,55,38,44,14,48,49,22,57,25,72,32,34,58,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
